transaction_id,date,branch_id,product_id,pricing_id,units_sold,unit_buy_price_naira,unit_sell_price_naira
T62,Oct 9 2024,B-UNKNOWN,P12,PR45,51,198,318
T63,7/20/2024,B6,P7,PR115,59,309,429
T64,11/21/2024,B3,P3,PR71,50,130,151
T65,8/8/2024,B3,P3,PR68,36,141,167
T66,14/06/2024,B3,P4,PR83,30,102,147
T67,6/17/2024,B3,P7,PR114,61,190,244
T68,4/3/2024,B2,P1,PR4,148,229,287
T69,5/7/2024,B2,P7,PR113,20,114,143
T70,7/23/2024,B1,P8,PR127,25,120,240
T71,10/26/2024,B4,P7,PR118,39,288,367
T72,3/17/2024,B6,P11,PR27,216,172,300
T73,8/7/2024,B5,P10,PR20,84,133,137
T74,1/9/2024,B1,P9,PR133,49,403,491
T75,7/11/2024,B2,P12,PR43,26,114,238
T76,9/7/2024,B-UNKNOWN,P11,PR33,29,346,400
T77,2/17/2024,B3,P9,PR134,87,436,517
T78,2/8/2024,B4,P11,PR26,79,185,266
T79,7/14/2024,B3,P2,PR55,134,320,406
T80,11/29/2024,B4,P10,PR23,24,214,275
T81,7/22/2024,B4,P12,PR38,54,215,216
T82,5/28/2024,B1,P10,PR17,86,260,287
T83,10/8/2024,B5,P4,PR82,,380,445
T84,8/18/2024,B5,P11,PR32,95,385,436
T85,5/14/2024,B6,P5,PR89,36,103,127
T86,15-03-2024,B1,P4,PR79,137,373,454
T87,9/8/2024,B4,P9,PR141,77,306,412
T88,6/25/2024,B3,P6,PR102,60,336,437
T89,7/22/2024,B1,P2,PR55,71,320,406
T90,7/20/2024,B1,P6,PR103,29,327,407
T91,5/23/2024,B2,P2,PR53,42,225,278
T92,5/16/2024,B1,P6,PR101,85,277,280
T93,11/19/2024,B4,P6,PR107,40,324,394
T94,11/10/2024,B3,P3,PR71,34,130,151
T95,6/1/2024,B6,P11,PR30,77,382,484
T96,7/20/2024,B4,P2,PR55,63,320,406
T97,6/19/2024,B-UNKNOWN,P12,PR42,74,197,274
T98,3/30/2024,B3,P5,PR87,131,300,326
T99,10/18/2024,B5,P4,PR82,35,380,445
T100,4/17/2024,B6,P6,PR100,94,329,405
T101,9/14/2024,B4,P7,PR117,47,97,116
T102,7/23/2024,B1,P9,PR139,77,347,470
T103,Oct 9 2024,B1,P1,PR3,180,277,401
T104,7/22/2024,B2,P7,PR115,79,309,429
T105,9/24/2024,B-UNKNOWN,P9,PR141,33,306,412
T106,2/13/2024,B6,P7,PR110,25,113,193
T107,6/4/2024,B1,P3,PR66,78,373,455
T108,2/6/2024,B5,P11,PR26,145,185,266
T109,1/1/2024,B6,P1,PR1,125,227,282
T110,5/4/2024,B4,P12,PR41,87,306,380
T111,12/26/2024,B6,P9,PR144,24,168,287
T112,8/3/2024,B1,P2,PR56,72,284,413
T113,12/22/2024,B1,P5,PR96,31,209,255
T114,5/29/2024,B2,P10,PR17,84,260,287
T115,4/28/2024,B5,P12,PR40,88,271,363
T116,9/10/2024,B6,P8,PR129,43,113,134
T117,1/29/2024,B2,P8,PR121,38,331,398
T118,7/31/2024,B6,P1,PR7,37,185,308
T119,2/27/2024,B6,P2,PR50,58,212,257
T120,8/27/2024,B4,P1,PR8,92,133,163
T121,3/27/2024,B1,P2,PR51,79,310,402
T122,7/22/2024,B6,P4,PR82,,380,445
T123,8/30/2024,B4,P4,PR80,101,209,265
T124,2024.01.30,B-UNKNOWN,P9,PR133,72,403,491
T125,Oct 9 2024,B1,P1,PR7,104,185,308
T126,11/6/2024,B5,P5,PR95,28,103,210
T127,1/23/2024,B6,P11,PR25,,317,416
T128,2/3/2024,B4,P1,PR2,65,345,463
T129,5/8/2024,B6,P6,PR101,83,277,280
T130,6/4/2024,B3,P10,PR18,39,328,446
T131,11/1/2024,B3,P2,PR59,,197,217
T132,3/23/2024,B2,P6,PR99,73,328,396
T133,2/19/2024,B6,P6,PR98,83,153,244
T134,4/30/2024,B3,P10,PR16,128,159,188
T135,5/30/2024,B2,P11,PR29,78,212,339
T136,4/5/2024,B2,P4,PR76,122,136,209
T137,9/16/2024,B1,P7,PR117,49,97,116
T138,15-03-2024,B1,P1,PR2,132,345,463
T139,5/30/2024,B1,P4,PR77,46,250,346
T140,7/9/2024,B6,P7,PR115,42,309,429
T141,1/4/2024,B2,P2,PR49,88,246,380
T142,5/10/2024,B2,P1,PR5,74,261,389
T143,11/13/2024,B4,P11,PR35,12,319,384
T144,2/21/2024,B6,P6,PR98,90,153,244
T145,Oct 9 2024,B4,P6,PR99,94,328,396
T146,1/27/2024,B4,P11,PR25,95,317,416
T147,Oct 9 2024,B1,P4,PR79,29,373,454
T148,7/26/2024,B2,P8,PR127,66,120,240
T149,11/24/2024,B6,P6,PR107,10,324,394
T150,9/15/2024,B1,P3,PR69,54,308,369
T151,2/25/2024,B1,P6,PR98,82,153,244
T152,9/4/2024,B2,P5,PR93,26,344,420
T153,11/23/2024,B2,P4,PR83,64,102,147
T154,1/22/2024,B2,P6,PR97,86,273,330
T155,5/6/2024,B6,P10,PR17,44,260,287
T156,1/20/2024,B5,P9,PR133,61,403,491
T157,11/17/2024,B3,P11,PR35,44,319,384
T158,8/16/2024,B-UNKNOWN,P7,PR116,76,251,292
T159,4/30/2024,B3,P12,PR40,139,271,363
T160,2/16/2024,B6,P12,PR38,84,215,216
T161,3/7/2024,B2,P2,PR51,161,310,402
T162,1/14/2024,B2,P2,PR49,46,246,380
T163,12/17/2024,B3,P10,PR24,19,338,477
T164,7/22/2024,B5,P5,PR87,138,300,326
T165,9/2/2024,B2,P4,PR81,81,195,252
T166,4/3/2024,B4,P6,PR100,80,329,405
T167,3/27/2024,B4,P11,PR27,118,172,300
T168,10/11/2024,B4,P7,PR118,33,288,367
T169,7/9/2024,B4,P11,PR31,115,360,440
T170,4/27/2024,B3,P3,PR64,220,398,475
T171,6/7/2024,B3,P9,PR138,,181,197
T172,11/11/2024,B1,P9,PR143,,315,450
T173,3/8/2024,B5,P12,PR39,89,107,192
T174,7/1/2024,B2,P7,PR115,48,309,429
T175,4/14/2024,B2,P5,PR88,139,170,262
T176,8/18/2024,B3,P2,PR56,43,284,413
T177,1/6/2024,B5,P1,PR1,98,227,282
T178,15-03-2024,B2,P4,PR81,68,195,252
T179,3/22/2024,B2,P1,PR3,,277,401
T180,7/30/2024,B5,P4,PR79,132,373,454
T181,3/30/2024,B6,P7,PR111,99,105,126
T182,9/1/2024,B6,P10,PR21,88,259,272
T183,8/26/2024,B1,P2,PR56,105,284,413
T184,3/4/2024,B6,P5,PR87,93,300,326
T185,8/11/2024,B2,P9,PR140,,154,169
T186,2/13/2024,B6,P7,PR110,21,113,193
T187,4/13/2024,B4,P3,PR64,139,398,475
T188,11/18/2024,B6,P10,PR23,39,214,275
T189,1/4/2024,B2,P1,PR1,126,227,282
T190,7/19/2024,B5,P8,PR127,29,120,240
T191,3/23/2024,B6,P5,PR87,78,300,326
T192,2/4/2024,B2,P10,PR14,25,127,190
T193,9/30/2024,B1,P9,PR141,28,306,412
T194,5/6/2024,B6,P4,PR77,61,250,346
T195,11/19/2024,B3,P11,PR35,46,319,384
T196,6/21/2024,B3,P6,PR102,53,336,437
T197,1/25/2024,B5,P10,PR13,67,494,598
T198,9/14/2024,B5,P12,PR45,56,198,318
T199,2/20/2024,B6,P5,PR86,80,164,215
T200,2/16/2024,B2,P8,PR122,56,145,228
T201,5/27/2024,B2,P1,PR5,28,261,389
T202,9/10/2024,B2,P8,PR129,64,113,134
T203,5/25/2024,B4,P4,PR77,73,250,346
T204,12/22/2024,B4,P7,PR120,11,112,125
T205,2/14/2024,B2,P6,PR98,23,153,244
T206,7/13/2024,B5,P9,PR139,49,347,470
T207,12/18/2024,B2,P8,PR132,7,134,280
T208,8/18/2024,B4,P9,PR140,90,154,169
T209,12/18/2024,B6,P11,PR36,58,392,482
T210,5/1/2024,B5,P7,PR113,44,114,143
T211,3/20/2024,B3,P10,PR15,79,113,252
T212,3/23/2024,B2,P4,PR75,169,344,434
T213,12/2/2024,B4,P2,PR60,24,169,219
T214,5/20/2024,B4,P4,PR77,51,250,346
T215,14/06/2024,B6,P1,PR8,30,133,163
T216,5/31/2024,B4,P12,PR41,22,306,380
T217,1/3/2024,B5,P10,PR13,51,494,598
T218,11/27/2024,B3,P6,PR107,19,324,394
T219,5/13/2024,B4,P9,PR137,32,512,594
T220,12/30/2024,B1,P9,PR144,15,168,287
T221,11/14/2024,B1,P6,PR107,38,324,394
T222,7/18/2024,B2,P12,PR43,33,114,238
T223,4/12/2024,B2,P7,PR112,104,279,419
T224,8/31/2024,B6,P7,PR116,22,251,292
T225,8/21/2024,B6,P4,PR80,62,209,265
T226,1/29/2024,B6,P11,PR25,79,317,416
T227,12/23/2024,B3,P9,PR144,27,168,287
T228,7/24/2024,B2,P7,PR115,48,309,429
T229,2/5/2024,B2,P9,PR134,44,436,517
T230,3/15/2024,B6,P5,PR87,112,300,326
T231,3/5/2024,B6,P12,PR39,105,107,192
T232,5/9/2024,B6,P6,PR101,43,277,280
T233,6/3/2024,B1,P5,PR90,81,312,367
T234,12/3/2024,B5,P5,PR96,14,209,255
T235,6/15/2024,B1,P3,PR66,142,373,455
T236,Oct 9 2024,B2,P2,PR52,135,133,269
T237,4/5/2024,B6,P12,PR40,104,271,363
T238,11/7/2024,B6,P2,PR59,64,197,217
T239,2/29/2024,B2,P7,PR110,35,113,193
T240,15-03-2024,B6,P12,PR44,27,324,394
T241,9/8/2024,B3,P4,PR81,113,195,252
T242,8/27/2024,B3,P10,PR20,83,133,137
T243,8/6/2024,B6,P6,PR104,29,326,379
T244,1/15/2024,B1,P1,PR1,39,227,282
T245,4/19/2024,B3,P10,PR16,113,159,188
T246,6/23/2024,B1,P12,PR42,87,197,274
T247,5/28/2024,B3,P11,PR29,106,212,339
T248,9/16/2024,B5,P5,PR93,46,344,420
T249,11/21/2024,B1,P2,PR59,10,197,217
T250,7/23/2024,B6,P11,PR31,42,360,440
T251,1/31/2024,B6,P7,PR109,89,114,139
T252,14/06/2024,B1,P10,PR24,43,338,477
T253,12/7/2024,B1,P9,PR144,34,168,287
T254,8/3/2024,B-UNKNOWN,P2,PR56,30,284,413
T255,6/3/2024,B5,P3,PR66,95,373,455
T256,1/28/2024,B4,P12,PR37,86,232,377
T257,8/16/2024,B6,P2,PR56,33,284,413
T258,3/20/2024,B6,P12,PR39,112,107,192
T259,1/8/2024,B1,P6,PR97,20,273,330
T260,4/21/2024,B4,P2,PR52,113,133,269
T261,4/5/2024,B6,P1,PR4,170,229,287
T262,2/13/2024,B1,P11,PR26,123,185,266
T263,11/29/2024,B6,P9,PR143,44,315,450
T264,11/3/2024,B6,P3,PR71,55,130,151
T265,8/12/2024,B4,P12,PR44,41,324,394
T266,9/1/2024,B3,P6,PR105,77,318,387
T267,15-03-2024,B4,P8,PR122,62,145,228
T268,5/6/2024,B2,P6,PR101,69,277,280
T269,8/19/2024,B1,P11,PR32,28,385,436
T270,5/27/2024,B4,P3,PR65,53,378,460
T271,6/26/2024,B4,P7,PR114,30,190,244
T272,4/12/2024,B4,P10,PR16,89,159,188
T273,8/26/2024,B1,P10,PR20,46,133,137
T274,7/16/2024,B1,P12,PR43,89,114,238
T275,4/29/2024,B5,P6,PR100,134,329,405
T276,6/13/2024,B6,P12,PR42,84,197,274
T277,5/28/2024,B2,P5,PR89,65,103,127
T278,1/23/2024,B1,P12,PR37,67,232,377
T279,3/20/2024,B5,P5,PR87,136,300,326
T280,1/11/2024,B2,P2,PR49,33,246,380
T281,5/13/2024,B2,P11,PR29,99,212,339
T282,5/10/2024,B1,P1,PR5,86,261,389
T283,1/18/2024,B1,P7,PR109,67,114,139
T284,11/2/2024,B-UNKNOWN,P9,PR143,30,315,450
T285,10/16/2024,B4,P4,PR82,52,380,445
T286,3/22/2024,B5,P5,PR87,90,300,326
T287,1/15/2024,B4,P1,PR1,85,227,282
T288,1/29/2024,B6,P2,PR49,54,246,380
T289,14/06/2024,B3,P12,PR38,61,215,216
T290,9/3/2024,B4,P6,PR105,41,318,387
T291,4/9/2024,B2,P1,PR4,133,229,287
T292,8/16/2024,B4,P2,PR56,112,284,413
T293,2/29/2024,B1,P9,PR134,66,436,517
T294,14/06/2024,B4,P10,PR16,117,159,188
T295,7/29/2024,B2,P4,PR79,51,373,454
T296,5/13/2024,B1,P12,PR41,33,306,380
T297,3/19/2024,B3,P7,PR111,67,105,126
T298,3/2/2024,B2,P11,PR27,143,172,300
T299,2/19/2024,B6,P6,PR98,57,153,244
T300,1/9/2024,B1,P12,PR37,84,232,377
T301,9/26/2024,B5,P11,PR33,62,346,400
T302,4/2/2024,B5,P3,PR64,125,398,475
T303,2/10/2024,B2,P2,PR50,133,212,257
T304,10/25/2024,B6,P11,PR34,58,462,595
T305,1/29/2024,B4,P7,PR109,64,114,139
T306,2/16/2024,B3,P1,PR2,119,345,463
T307,1/19/2024,B4,P3,PR61,102,218,319
T308,9/21/2024,B4,P2,PR57,50,233,333
T309,10/22/2024,B1,P1,PR10,93,233,268
T310,9/28/2024,B2,P7,PR117,37,97,116
T311,3/26/2024,B-UNKNOWN,P2,PR51,138,310,402
T312,11/2/2024,B4,P9,PR143,41,315,450
T313,2/22/2024,B3,P5,PR86,,164,215
T314,7/22/2024,B2,P2,PR50,51,212,257
T315,3/16/2024,B1,P9,PR135,133,456,549
T316,11/21/2024,B3,P6,PR107,31,324,394
T317,7/24/2024,B5,P4,PR79,98,373,454
T318,1/28/2024,B2,P5,PR85,86,224,333
T319,8/4/2024,B4,P9,PR140,21,154,169
T320,4/12/2024,B4,P7,PR112,62,279,419
T321,11/20/2024,B6,P1,PR11,9,247,287
T322,11/15/2024,B1,P11,PR35,,319,384
T323,9/23/2024,B3,P1,PR9,104,187,319
T324,11/27/2024,B5,P3,PR71,15,130,151
T325,9/30/2024,B5,P3,PR69,102,308,369
T326,5/27/2024,B4,P11,PR29,81,212,339
T327,11/8/2024,B5,P10,PR23,41,214,275
T328,12/29/2024,B4,P5,PR96,34,209,255
T329,Oct 9 2024,B5,P1,PR6,73,264,273
T330,7/21/2024,B4,P1,PR7,88,185,308
T331,5/18/2024,B-UNKNOWN,P11,PR29,66,212,339
T332,8/13/2024,B3,P9,PR140,27,154,169
T333,2/25/2024,B3,P7,PR110,48,113,193
T334,3/12/2024,B5,P9,PR135,85,456,549
T335,2/18/2024,B6,P10,PR14,80,127,190
T336,3/6/2024,B5,P6,PR99,73,328,396
T337,3/1/2024,B5,P12,PR39,110,107,192
T338,2/26/2024,B3,P6,PR98,77,153,244
T339,6/29/2024,B3,P6,PR102,87,336,437
T340,14/06/2024,B5,P10,PR13,83,494,598
T341,6/4/2024,B3,P3,PR66,114,373,455
T342,11/7/2024,B4,P4,PR83,34,102,147
T343,6/2/2024,B5,P7,PR114,59,190,244
T344,9/21/2024,B5,P10,PR21,75,259,272
T345,12/12/2024,B2,P5,PR96,33,209,255
T346,2/20/2024,B5,P6,PR98,67,153,244
T347,3/19/2024,B5,P4,PR75,168,344,434
T348,7/22/2024,B1,P10,PR18,87,328,446
T349,6/8/2024,B6,P7,PR114,,190,244
T350,6/24/2024,B5,P7,PR114,73,190,244
T351,4/16/2024,B1,P7,PR112,84,279,419
T352,6/29/2024,B6,P8,PR126,25,218,287
T353,7/22/2024,B1,P1,PR10,84,233,268
T354,4/10/2024,B5,P3,PR64,197,398,475
T355,9/20/2024,B1,P3,PR69,,308,369
T356,1/15/2024,B5,P2,PR49,39,246,380
T357,8/8/2024,B2,P1,PR8,33,133,163
T358,6/30/2024,B1,P11,PR30,53,382,484
T359,6/27/2024,B1,P4,PR78,119,360,420
T360,8/13/2024,B4,P1,PR8,69,133,163
T361,6/4/2024,B2,P6,PR102,52,336,437
T362,7/30/2024,B2,P11,PR31,117,360,440
T363,3/28/2024,B1,P5,PR87,108,300,326
T364,6/20/2024,B1,P7,PR114,69,190,244
T365,8/4/2024,B3,P5,PR92,90,137,177
T366,6/25/2024,B6,P4,PR78,98,360,420
T367,3/7/2024,B2,P2,PR51,119,310,402
T368,3/22/2024,B6,P5,PR87,105,300,326
T369,10/24/2024,B2,P4,PR82,97,380,445
T370,12/27/2024,B4,P11,PR36,71,392,482
T371,11/7/2024,B3,P7,PR119,18,117,144
T372,7/16/2024,B2,P1,PR7,54,185,308
T373,4/28/2024,B3,P5,PR88,84,170,262
T374,4/8/2024,B4,P2,PR52,132,133,269
T375,11/17/2024,B3,P9,PR143,13,315,450
T376,12/13/2024,B6,P9,PR144,27,168,287
T377,12/24/2024,B1,P12,PR48,20,327,413
T378,4/3/2024,B6,P11,PR28,104,106,106
T379,1/21/2024,B3,P6,PR97,25,273,330
T380,3/20/2024,B2,P6,PR99,65,328,396
T381,10/16/2024,B5,P4,PR82,131,380,445
T382,6/27/2024,B1,P1,PR6,55,264,273
T383,10/26/2024,B3,P8,PR130,26,102,119
T384,4/17/2024,B6,P5,PR88,71,170,262
T385,11/11/2024,B3,P4,PR83,33,102,147
T386,12/20/2024,B6,P7,PR120,45,112,125
T387,4/15/2024,B1,P6,PR100,125,329,405
T388,12/25/2024,B6,P7,PR120,21,112,125
T389,4/30/2024,B1,P7,PR112,93,279,419
T390,4/13/2024,B4,P9,PR136,99,177,252
T391,5/1/2024,B2,P10,PR17,50,260,287
T392,11/24/2024,B5,P5,PR95,24,103,210
T393,5/3/2024,B2,P5,PR89,35,103,127
T394,12/12/2024,B4,P9,PR144,14,168,287
T395,4/15/2024,B1,P2,PR52,126,133,269
T396,12/25/2024,B5,P11,PR36,55,392,482
T397,7/4/2024,B4,P11,PR31,62,360,440
T398,2/12/2024,B1,P10,PR14,62,127,190
T399,11/26/2024,B1,P12,PR47,32,269,387
T400,11/25/2024,B6,P11,PR35,69,319,384
T401,5/5/2024,B3,P2,PR53,59,225,278
T402,14/06/2024,B-UNKNOWN,P3,PR67,142,318,376
T403,11/11/2024,B3,P5,PR95,29,103,210
T404,4/27/2024,B3,P5,PR88,77,170,262
T405,5/2/2024,B1,P1,PR5,33,261,389
T406,4/20/2024,B3,P12,PR40,114,271,363
T407,11/4/2024,B4,P8,PR131,45,328,426
T408,11/22/2024,B2,P6,PR107,10,324,394
T409,7/9/2024,B3,P1,PR7,39,185,308
T410,2/6/2024,B3,P9,PR134,27,436,517
T411,2/2/2024,B3,P12,PR38,21,215,216
T412,1/3/2024,B4,P12,PR37,64,232,377
T413,9/30/2024,B5,P9,PR141,39,306,412
T414,2/11/2024,B3,P1,PR2,,345,463
T415,9/3/2024,B6,P9,PR141,37,306,412
T416,1/15/2024,B6,P4,PR73,75,333,442
T417,10/23/2024,B4,P5,PR94,73,256,372
T418,7/21/2024,B2,P11,PR31,47,360,440
T419,5/9/2024,B6,P9,PR137,32,512,594
T420,9/7/2024,B6,P4,PR81,133,195,252
T421,9/19/2024,B4,P8,PR129,30,113,134
T422,3/9/2024,B1,P7,PR111,130,105,126
T423,11/16/2024,B4,P10,PR23,37,214,275
T424,10/5/2024,B1,P3,PR70,67,447,563
T425,Oct 9 2024,B2,P4,PR79,37,373,454
T426,8/23/2024,B5,P11,PR32,,385,436
T427,2/28/2024,B3,P10,PR14,65,127,190
T428,2024.01.30,B3,P1,PR12,28,169,171
T429,9/7/2024,B1,P1,PR9,87,187,319
T430,1/18/2024,B4,P9,PR133,51,403,491
T431,1/11/2024,B3,P8,PR121,76,331,398
T432,2024.01.30,B2,P3,PR64,217,398,475
T433,10/28/2024,B1,P11,PR34,149,462,595
T434,1/13/2024,B1,P5,PR85,39,224,333
T435,1/19/2024,B4,P2,PR49,66,246,380
T436,3/22/2024,B1,P10,PR15,117,113,252
T437,7/3/2024,B5,P5,PR91,87,213,231
T438,11/15/2024,B5,P1,PR11,24,247,287
T439,8/27/2024,B2,P6,PR104,65,326,379
T440,8/23/2024,B3,P8,PR128,25,107,115
T441,7/15/2024,B5,P11,PR31,42,360,440
T442,10/26/2024,B6,P3,PR70,39,447,563
T443,10/19/2024,B2,P9,PR142,32,342,439
T444,3/13/2024,B5,P9,PR135,,456,549
T445,11/21/2024,B6,P4,PR83,44,102,147
T446,6/21/2024,B2,P9,PR138,61,181,197
T447,15-03-2024,B4,P5,PR88,79,170,262
T448,7/21/2024,B3,P8,PR127,58,120,240
T449,6/6/2024,B1,P11,PR30,140,382,484
T450,10/26/2024,B6,P3,PR70,88,447,563
T451,8/7/2024,B2,P10,PR20,28,133,137
T452,5/21/2024,B6,P11,PR29,116,212,339
T453,1/11/2024,B5,P4,PR73,37,333,442
T454,11/27/2024,B5,P2,PR59,23,197,217
T455,Oct 9 2024,B1,P10,PR18,37,328,446
T456,11/23/2024,B6,P5,PR95,6,103,210
T457,1/14/2024,B3,P9,PR133,82,403,491
T458,3/30/2024,B4,P1,PR3,182,277,401
T459,11/2/2024,B3,P6,PR107,21,324,394
T460,1/29/2024,B1,P6,PR97,62,273,330
T461,7/2/2024,B5,P5,PR91,74,213,231
T462,3/19/2024,B-UNKNOWN,P9,PR135,137,456,549
T463,5/12/2024,B5,P10,PR17,81,260,287
T464,12/27/2024,B3,P12,PR48,40,327,413
T465,3/8/2024,B3,P11,PR27,92,172,300
T466,3/18/2024,B1,P9,PR135,89,456,549
T467,1/31/2024,B3,P7,PR109,84,114,139
T468,11/6/2024,B2,P5,PR95,14,103,210
T469,9/27/2024,B4,P1,PR9,103,187,319
T470,4/19/2024,B3,P9,PR136,104,177,252
T471,1/14/2024,B3,P2,PR49,27,246,380
T472,1/31/2024,B2,P4,PR73,99,333,442
T473,1/16/2024,B4,P11,PR25,30,317,416
T474,11/25/2024,B4,P11,PR35,39,319,384
T475,5/16/2024,B2,P3,PR65,81,378,460
T476,6/12/2024,B2,P9,PR138,77,181,197
T477,7/3/2024,B1,P1,PR7,104,185,308
T478,3/18/2024,B1,P1,PR3,128,277,401
T479,3/27/2024,B6,P12,PR39,110,107,192
T480,7/22/2024,B5,P5,PR91,24,213,231
T481,4/28/2024,B3,P8,PR124,115,230,351
T482,2/3/2024,B2,P2,PR50,58,212,257
T483,4/24/2024,B5,P9,PR136,129,177,252
T484,2/27/2024,B2,P7,PR110,65,113,193
T485,2/7/2024,B1,P11,PR26,54,185,266
T486,7/27/2024,B4,P7,PR115,66,309,429
T487,10/5/2024,B4,P11,PR34,128,462,595
T488,8/4/2024,B4,P5,PR92,89,137,177
T489,7/16/2024,B5,P6,PR103,38,327,407
T490,7/12/2024,B6,P4,PR79,70,373,454
T491,1/26/2024,B4,P6,PR97,61,273,330
T492,10/22/2024,B5,P1,PR10,127,233,268
T493,7/13/2024,B3,P4,PR79,98,373,454
T494,11/9/2024,B6,P9,PR143,25,315,450
T495,4/24/2024,B3,P8,PR124,93,230,351
T496,9/24/2024,B3,P8,PR129,81,113,134
T497,9/25/2024,B6,P4,PR81,118,195,252
T498,8/23/2024,B2,P3,PR68,35,141,167
T499,12/25/2024,B5,P11,PR36,38,392,482
T500,2024.01.30,B4,P12,PR42,31,197,274
T501,12/21/2024,B3,P2,PR60,51,169,219
T502,9/7/2024,B4,P7,PR117,50,97,116
T503,5/9/2024,B3,P1,PR5,58,261,389
T504,5/10/2024,B1,P4,PR77,86,250,346
T505,4/13/2024,B1,P3,PR64,191,398,475
T506,8/14/2024,B4,P6,PR104,66,326,379
T507,8/8/2024,B5,P9,PR140,52,154,169
T508,4/8/2024,B1,P10,PR16,134,159,188
T509,2/10/2024,B6,P12,PR38,68,215,216
T510,1/14/2024,B4,P2,PR49,132,246,380
T511,3/31/2024,B1,P2,PR51,169,310,402
T512,12/9/2024,B3,P4,PR84,24,325,328
T513,7/17/2024,B2,P12,PR43,35,114,238
T514,10/15/2024,B1,P12,PR46,27,138,212
T515,10/8/2024,B4,P10,PR22,73,218,340
T516,14/06/2024,B1,P9,PR133,38,403,491
T517,4/5/2024,B4,P7,PR112,95,279,419
T518,5/10/2024,B4,P9,PR137,58,512,594
T519,12/14/2024,B3,P1,PR12,34,169,171
T520,6/5/2024,B4,P4,PR78,47,360,420
T521,12/2/2024,B3,P12,PR48,42,327,413
T522,4/12/2024,B5,P12,PR40,131,271,363
T523,2/4/2024,B4,P6,PR98,61,153,244
T524,5/29/2024,B6,P4,PR77,74,250,346
T525,8/15/2024,B2,P4,PR80,60,209,265
T526,2/6/2024,B2,P8,PR122,83,145,228
T527,9/12/2024,B2,P4,PR81,92,195,252
T528,Oct 9 2024,B3,P2,PR57,,233,333
T529,12/27/2024,B4,P12,PR48,32,327,413
T530,5/30/2024,B5,P4,PR77,94,250,346
